Transaction_ID,Customer_Name,Customer_Email,Product,Category,Quantity,Unit_Price,Total_Price,Transaction_Date,Store_Location,Payment_Method,,,
T000197,Anita Weaver,ewhite@parker.com,Laptop,Electronics,9.00,$90.59,815.31,6/26/2024,Birmingham,Online Payment,,,
T000198,James Snyder,wsteele@hotmail.com,Keyboard,Electronics,3.00,$385.28,1155.84,12/6/2024,Manchester,Debit Card,,,
T000199,Shirley Rivers,karenscott@zimmerman.info,Keyboard,Electronics,9.00,$588.52,5296.68,5/10/2024,Liverpool,Credit Card,,,
T000200,Robin Bennett,virginia33@gmail.com,Headphones,Electronics,10.00,$972.65,9726.50,10/28/2024,Manchester,Credit Card,,,
T000201,Brendan Jarvis,masonjoshua@martinez-leonard.com,Tablet,Electronics,3.00,$372.15,1116.45,12/26/2024,Manchester,Credit Card,,,
T000202,Eric Shaw,johngonzalez@kelley.com,Tablet,Electronics,3.00,$26.76,80.28,10/5/2023,Edinburgh,Online Payment,,,
T000203,Timothy Ramirez,mcdonaldbrett@gmail.com,Tablet,Accessories,10.00,$642.04,6420.40,10/4/2024,Edinburgh,Online Payment,,,
T000204,Jordan Black,ichan@holmes.com,Headphones,Accessories,5.00,$866.81,4334.05,9/14/2024,London,Credit Card,,,
T000205,Matthew Miller,lopezamanda@yahoo.com,Tablet,Electronics,4.00,$530.86,2123.44,6/2/2024,Liverpool,Credit Card,,,
T000206,Edwin Becker,charlesbarrera@lawson.com,Monitor,Electronics,7.00,$751.69,5261.83,8/20/2023,Liverpool,Debit Card,,,
T000207,Steven Adams,aking@yahoo.com,Headphones,Accessories,8.00,$739.28,5914.24,8/1/2023,Liverpool,Cash,,,
T000208,David Mcconnell,cory87@yahoo.com,Tablet,Accessories,7.00,$756.98,5298.86,7/5/2024,Liverpool,Cash,,,
T000209,Amy Kelly,glenn71@williams.com,Smartphone,Electronics,6.00,$901.49,5408.94,7/16/2023,Liverpool,Cash,,,
T000210,Brittany Adams,ybarnes@wagner.com,Smartphone,Accessories,6.00,$745.97,4475.82,1/21/2024,Birmingham,Online Payment,,,
T000211,Jonathan Brown,amandaeverett@williams.biz,Laptop,Electronics,8.00,$742.96,5943.68,7/23/2023,Liverpool,Online Payment,,,
T000212,Matthew Strickland,christina42@porter.net,Headphones,Accessories,8.00,$320.36,2562.88,7/7/2024,Birmingham,Cash,,,
T000213,Cynthia Allen,jason35@cummings.net,Smartphone,Electronics,6.00,$580.26,3481.56,9/7/2024,Liverpool,Debit Card,,,
T000214,Paul Clark,vsmith@howe-wright.com,Mouse,Accessories,5.00,$137.84,689.20,3/3/2023,London,Online Payment,,,
T000215,Nancy Anderson,bescobar@garcia-adams.com,Monitor,Accessories,1.00,$801.65,801.65,12/22/2023,Liverpool,Debit Card,,,
T000216,Brandon Montgomery,emily13@gmail.com,Tablet,Accessories,2.00,$370.04,740.08,1/12/2025,Birmingham,Cash,,,
T000217,Joseph Beck,iwilson@little.com,Mouse,Accessories,2.00,$160.64,321.28,4/24/2024,Liverpool,Debit Card,,,
T000218,Lisa Kramer,elizabethharris@clark-maynard.net,Keyboard,Accessories,10.00,$494.18,4941.80,4/28/2024,Edinburgh,Online Payment,,,
T000219,Mark Solomon,dunnernest@hernandez.com,Monitor,Electronics,8.00,$284.08,2272.64,3/4/2024,Edinburgh,Credit Card,,,
T000220,Amy Mccoy,kylegarza@gmail.com,Headphones,Accessories,5.00,$100.78,503.90,5/18/2023,London,Online Payment,,,
T000221,Jessica Nichols,justinhill@hotmail.com,Smartphone,Accessories,7.00,$815.03,5705.21,12/25/2023,London,Credit Card,,,
T000222,Donald Cruz,racheljohnson@fuller.biz,Headphones,Accessories,6.00,$311.13,1866.78,9/13/2023,Liverpool,Online Payment,,,
T000223,Ashley Rodriguez,sarahjennings@gmail.com,Laptop,Electronics,1.00,$580.70,580.70,8/21/2024,Manchester,Online Payment,,,
T000224,Christopher Smith,schneiderashley@yahoo.com,Monitor,Electronics,7.00,$909.08,6363.56,5/6/2023,London,Cash,,,
T000225,Anita Davis,graveswilliam@yahoo.com,Smartphone,Accessories,4.00,$868.24,3472.96,5/13/2023,Manchester,Cash,,,
T000226,Margaret Hernandez,megangarcia@davies.info,Mouse,Electronics,9.00,$393.03,3537.27,11/18/2024,Manchester,Debit Card,,,
T000227,Cody Turner,oscarjones@yahoo.com,Mouse,Electronics,7.00,$923.10,6461.70,4/24/2023,London,Debit Card,,,
T000228,Sarah Parrish DVM,bradshawscott@gmail.com,Laptop,Electronics,1.00,$978.77,978.77,6/9/2024,Liverpool,Cash,,,
T000229,Dana Orozco,nmoore@gmail.com,Smartphone,Electronics,7.00,$47.49,332.43,6/17/2023,Liverpool,Credit Card,,,
T000230,Casey Thompson,carlsonelizabeth@freeman-gillespie.org,Tablet,Electronics,9.00,$725.88,6532.92,6/7/2023,Edinburgh,Debit Card,,,
T000231,Lisa Smith,annecrawford@brooks.com,Headphones,Electronics,1.00,$896.85,896.85,1/30/2024,Birmingham,Cash,,,
T000232,Natalie Cruz,brookegonzalez@hotmail.com,Laptop,Electronics,4.00,$336.12,1344.48,7/2/2023,Liverpool,Credit Card,,,
T000233,Harold Stevens,dchambers@gilmore-jones.com,Laptop,Electronics,9.00,$691.71,6225.39,11/7/2024,London,Online Payment,,,
T000234,Shawn Johnson,yanderson@castillo.com,Smartphone,Electronics,2.00,$640.09,1280.18,3/22/2023,Liverpool,Online Payment,,,
T000235,Catherine Jacobs,markanderson@gmail.com,Monitor,Electronics,3.00,$114.95,344.85,5/25/2023,Manchester,Cash,,,
T000236,Kathy Frey,ramosnicole@yahoo.com,Laptop,Accessories,9.00,$834.10,7506.90,7/23/2023,Liverpool,Cash,,,
T000237,Melissa Hernandez,william91@allison.info,Tablet,Electronics,10.00,$804.66,8046.60,7/12/2024,London,Online Payment,,,
T000238,Matthew Figueroa,sgonzalez@hotmail.com,Headphones,Accessories,1.00,$323.35,323.35,3/1/2024,Birmingham,Debit Card,,,
T000239,Karl Farrell,tsullivan@wright-campbell.net,Keyboard,Electronics,5.00,$491.08,2455.40,10/13/2024,Edinburgh,Online Payment,,,
T000240,Teresa Daugherty,ocordova@campbell.com,Keyboard,Electronics,7.00,$334.41,2340.87,9/27/2023,Liverpool,Debit Card,,,
T000241,Jennifer Rodriguez,edwardgreen@chambers-walton.info,Tablet,Electronics,10.00,$107.85,1078.50,8/22/2024,Edinburgh,Cash,,,
T000242,Erica Howe,eric13@jackson-floyd.com,Laptop,Electronics,9.00,$288.99,2600.91,9/26/2023,Manchester,Online Payment,,,
T000243,Jermaine Banks,vblevins@hernandez.com,Laptop,Electronics,5.00,$30.36,151.80,6/26/2024,Liverpool,Debit Card,,,
T000244,Ricardo Gallegos,michael76@yahoo.com,Keyboard,Accessories,7.00,$997.45,6982.15,7/23/2024,Edinburgh,Online Payment,,,
T000245,Jasmine Rodriguez MD,elizabethwest@yahoo.com,Smartphone,Accessories,10.00,$598.01,5980.10,9/18/2023,Edinburgh,Online Payment,,,
T000246,Amanda Hill,rodriguezamy@knapp.biz,Laptop,Accessories,9.00,$689.89,6209.01,7/2/2024,Edinburgh,Credit Card,,,
T000247,Jerry Stevenson,gina76@hotmail.com,Laptop,Accessories,6.00,$844.88,5069.28,3/8/2023,Edinburgh,Online Payment,,,
T000248,Edward Mccoy,xpatel@brown.com,Keyboard,Accessories,10.00,$476.94,4769.40,8/22/2024,Birmingham,Cash,,,
T000249,Philip Matthews,brian35@hill-robinson.com,Tablet,Accessories,6.00,$723.65,4341.90,8/3/2023,Edinburgh,Online Payment,,,
T000250,Stacey White,vmorales@hotmail.com,Keyboard,Accessories,2.00,$361.92,723.84,6/2/2024,London,Online Payment,,,
T000251,Rebecca Bailey,kurtfields@yahoo.com,Keyboard,Electronics,4.00,$252.66,1010.64,7/16/2023,Liverpool,Credit Card,,,
T000252,Adrian White,morgan19@gomez.com,Keyboard,Electronics,9.00,$938.06,8442.54,3/7/2023,Liverpool,Cash,,,
T000253,Rachel Baldwin,ravengray@small-barrett.org,Tablet,Accessories,7.00,$275.82,1930.74,9/26/2024,Birmingham,Debit Card,,,
T000254,Sara Gonzales,jonescaleb@yu.com,Mouse,Electronics,2.00,$793.61,1587.22,10/20/2023,Edinburgh,Credit Card,,,
T000255,Mrs. Danielle Hall,pbooker@gmail.com,Headphones,Electronics,7.00,$213.98,1497.86,9/17/2024,Edinburgh,Debit Card,,,
T000256,Sandra Ford,hrivera@gray.net,Laptop,Accessories,3.00,$56.48,169.44,5/15/2024,Birmingham,Online Payment,,,
T000257,Thomas Morales,jessica00@yahoo.com,Keyboard,Electronics,8.00,$621.70,4973.60,1/22/2024,Manchester,Online Payment,,,
T000258,Laura Ryan,kathleen17@henderson.biz,Headphones,Electronics,2.00,$637.17,1274.34,11/22/2023,Manchester,Credit Card,,,
T000259,Alexander Kent,reneegomez@gmail.com,Headphones,Electronics,9.00,$365.90,3293.10,6/24/2024,London,Cash,,,
T000260,Olivia Smith,hfernandez@yahoo.com,Mouse,Accessories,7.00,$425.18,2976.26,8/21/2024,Manchester,Debit Card,,,
T000261,Alan Mccoy,floresmartha@smith-short.org,Monitor,Accessories,8.00,$698.13,5585.04,4/8/2024,Manchester,Credit Card,,,
T000262,Damon White,jody82@morales.org,Laptop,Accessories,1.00,$84.04,84.04,7/20/2024,Liverpool,Cash,,,
T000263,Ryan Thompson,suttonann@gmail.com,Monitor,Accessories,8.00,$927.49,7419.92,6/17/2024,Manchester,Cash,,,
T000264,Dana Terry,sarahtorres@yahoo.com,Headphones,Accessories,9.00,$361.04,3249.36,1/16/2024,London,Debit Card,,,
T000265,David Buchanan,edwardmoore@padilla.com,Mouse,Accessories,3.00,$286.84,860.52,8/18/2024,Birmingham,Online Payment,,,
T000266,Rebecca Cruz,wagnerraven@nguyen.biz,Keyboard,Accessories,6.00,$483.95,2903.70,7/27/2023,Birmingham,Debit Card,,,
T000267,Samuel Perez,spencer59@gmail.com,Mouse,Electronics,2.00,$414.02,828.04,2/14/2024,Birmingham,Online Payment,,,
T000268,Deanna Smith,nblackwell@key.com,Monitor,Electronics,4.00,$452.66,1810.64,4/26/2024,Birmingham,Credit Card,,,
T000269,Kevin Morgan,julieroberts@costa.com,Tablet,Accessories,6.00,$87.63,525.78,12/29/2023,Edinburgh,Debit Card,,,
T000270,Joseph Miller,randymartin@hotmail.com,Mouse,Accessories,7.00,$595.36,4167.52,11/23/2023,London,Online Payment,,,
T000271,Terry Henderson,pvincent@wheeler.com,Monitor,Electronics,6.00,$800.73,4804.38,1/29/2023,Liverpool,Online Payment,,,
T000272,Donald Mendoza,nicholasrogers@yahoo.com,Mouse,Accessories,6.00,$210.85,1265.10,10/10/2024,Edinburgh,Online Payment,,,
T000273,Ronald Stevens,jamesgaines@taylor.com,Keyboard,Accessories,4.00,$853.79,3415.16,4/20/2024,Manchester,Online Payment,,,
T000274,Tracy Dawson,gcruz@hotmail.com,Headphones,Electronics,5.00,$307.00,1535.00,10/1/2024,Edinburgh,Debit Card,,,
T000275,Nicole Peterson,william60@johnson.com,Headphones,Electronics,5.00,$589.14,2945.70,1/22/2024,Edinburgh,Credit Card,,,
T000276,Steven Underwood,orrscott@hotmail.com,Mouse,Accessories,7.00,$276.38,1934.66,4/17/2024,Liverpool,Cash,,,
T000277,Kathleen Cook,sherryrodgers@walker.info,Smartphone,Accessories,2.00,$285.70,571.40,9/18/2024,Edinburgh,Credit Card,,,
T000278,Maurice Mason,robertcaldwell@thomas.com,Smartphone,Accessories,9.00,$542.83,4885.47,5/30/2023,London,Credit Card,,,
T000279,James Jensen,jeremy43@stewart.com,Smartphone,Electronics,10.00,$835.40,8354.00,7/14/2023,Edinburgh,Credit Card,,,
T000280,David Evans,nwilliams@jackson-may.com,Smartphone,Accessories,5.00,$131.61,658.05,12/13/2023,Manchester,Credit Card,,,
T000281,Tracy Lawson,fostershane@smith.com,Smartphone,Accessories,1.00,$695.87,695.87,1/12/2025,Manchester,Credit Card,,,
T000282,Austin Taylor,carrillothomas@edwards-rowe.com,Tablet,Electronics,5.00,$786.48,3932.40,3/4/2024,Manchester,Debit Card,,,
T000283,Mark Villanueva,vwelch@hotmail.com,Monitor,Electronics,7.00,$678.72,4751.04,5/8/2023,Manchester,Online Payment,,,
T000284,Susan Johnson,jennifer12@gmail.com,Smartphone,Accessories,5.00,$435.11,2175.55,3/23/2024,Edinburgh,Debit Card,,,
T000285,Maria Richards,johnsonann@whitaker.net,Smartphone,Electronics,6.00,$743.42,4460.52,9/28/2024,Manchester,Online Payment,,,
T000286,Joseph Robles,robertsonjeremy@yahoo.com,Tablet,Electronics,8.00,$336.43,2691.44,12/12/2023,Manchester,Cash,,,
T000287,Peter Rice,smcgee@yahoo.com,Headphones,Accessories,1.00,$940.44,940.44,7/17/2023,Birmingham,Online Payment,,,
T000288,William Barnes,hernandezerica@malone.org,Tablet,Electronics,4.00,$846.12,3384.48,10/27/2024,Birmingham,Debit Card,,,
T000289,Ryan Stark,fthomas@holloway-davenport.com,Keyboard,Accessories,9.00,$614.65,5531.85,12/20/2023,Edinburgh,Credit Card,,,
T000290,Debra Morgan,hebertanthony@gmail.com,Mouse,Accessories,7.00,$647.17,4530.19,2/25/2023,Manchester,Debit Card,,,
T000291,Johnny King,isaacwilliamson@gmail.com,Tablet,Accessories,6.00,$499.06,2994.36,10/22/2024,Manchester,Debit Card,,,
T000292,Katelyn Nelson,amandaherrera@lopez-hansen.com,Laptop,Accessories,5.00,$111.25,556.25,8/8/2024,Liverpool,Online Payment,,,
T000293,Jessica Chavez,jeanette07@taylor.net,Monitor,Electronics,8.00,$534.22,4273.76,9/21/2023,Birmingham,Credit Card,,,
T000294,Jamie Wood,perezjill@hotmail.com,Headphones,Accessories,5.00,$69.75,348.75,4/7/2023,Birmingham,Cash,,,
T000295,Frank Hernandez MD,timothybaker@allen.info,Smartphone,Electronics,3.00,$914.90,2744.70,6/11/2023,Manchester,Online Payment,,,
T000296,Jennifer Norris,morenocheryl@hotmail.com,Tablet,Electronics,8.00,$501.74,4013.92,10/21/2024,Manchester,Online Payment,,,
T000297,Stephen Wells,jimmy54@yahoo.com,Laptop,Electronics,3.00,$173.95,521.85,8/21/2023,Liverpool,Credit Card,,,
T000298,Colton Martin,bkent@yahoo.com,Keyboard,Electronics,5.00,$841.35,4206.75,3/25/2023,Manchester,Online Payment,,,
T000299,Austin Andersen,greernicholas@hotmail.com,Headphones,Electronics,7.00,$728.38,5098.66,7/24/2023,Liverpool,Debit Card,,,
T000300,Danielle Morrow,robin61@knight-day.net,Mouse,Accessories,9.00,$336.05,3024.45,8/27/2024,Edinburgh,Debit Card,,,
T000301,Eric Bonilla,amy41@hotmail.com,Laptop,Accessories,6.00,$809.51,4857.06,7/31/2024,Edinburgh,Online Payment,,,
T000302,Jordan Hernandez,henrythomas@hotmail.com,Mouse,Electronics,5.00,$635.08,3175.40,7/16/2023,Birmingham,Debit Card,,,
T000303,Laura Ferguson,ylyons@hotmail.com,Laptop,Accessories,9.00,$244.86,2203.74,12/2/2023,Edinburgh,Cash,,,
T000304,Joshua Schmidt,ricardo80@yahoo.com,Keyboard,Electronics,6.00,$942.09,5652.54,6/11/2023,Birmingham,Debit Card,,,
T000305,Robert Lewis,jfowler@wells-gonzalez.com,Keyboard,Accessories,7.00,$551.12,3857.84,4/26/2024,Manchester,Cash,,,
T000306,Charles Martin,melanie70@ayala-jackson.com,Smartphone,Electronics,6.00,$469.95,2819.70,3/17/2024,Liverpool,Cash,,,
T000307,Lynn Schmidt,michaelhoward@hotmail.com,Mouse,Accessories,1.00,$469.74,469.74,12/8/2023,Edinburgh,Credit Card,,,
T000308,Amber Allen,benjaminjuan@gmail.com,Mouse,Accessories,7.00,$907.71,6353.97,10/30/2023,Edinburgh,Cash,,,
T000309,Eric Martinez,pparker@dickerson.com,Tablet,Accessories,1.00,$858.35,858.35,6/10/2024,London,Debit Card,,,
T000310,Janet Lopez,taylorkelli@gmail.com,Tablet,Electronics,6.00,$653.05,3918.30,12/27/2024,Liverpool,Cash,,,
T000311,Anthony Reed,riveradenise@smith.biz,Smartphone,Accessories,2.00,$288.50,577.00,8/7/2023,Liverpool,Debit Card,,,
T000312,Shannon Haynes,phyllisburke@allen.com,Smartphone,Accessories,3.00,$196.73,590.19,2/15/2024,Birmingham,Online Payment,,,
T000313,Dylan Johnson,wcarpenter@clarke.info,Monitor,Accessories,3.00,$950.59,2851.77,5/19/2024,Edinburgh,Online Payment,,,
T000314,Charles Hoffman,washingtoncrystal@williams.biz,Laptop,Accessories,8.00,$78.57,628.56,5/15/2024,Edinburgh,Cash,,,
T000315,Brandy Crane,fkennedy@williams.biz,Monitor,Accessories,5.00,$617.14,3085.70,7/27/2023,Manchester,Online Payment,,,
T000316,Courtney Miller,warrenhammond@mendez-aguilar.biz,Smartphone,Accessories,2.00,$112.09,224.18,7/30/2024,Birmingham,Online Payment,,,
T000317,James Lee,brandi02@yahoo.com,Keyboard,Electronics,10.00,$158.07,1580.70,4/19/2023,Edinburgh,Cash,,,
T000318,Krista Vargas,chase03@gmail.com,Smartphone,Electronics,3.00,$358.82,1076.46,3/8/2024,Edinburgh,Online Payment,,,
T000319,Christina Jackson,marymeza@miller.info,Monitor,Accessories,7.00,$341.31,2389.17,7/10/2023,Edinburgh,Debit Card,,,
T000320,Bridget Lin,cassandra00@hotmail.com,Headphones,Electronics,5.00,$831.34,4156.70,5/13/2023,Birmingham,Debit Card,,,
T000321,Ronald Williams,grayhaley@baker.com,Laptop,Accessories,5.00,$927.45,4637.25,6/9/2023,London,Online Payment,,,
T000322,Jessica Henderson,leonardgreen@marshall.com,Tablet,Accessories,9.00,$424.01,3816.09,10/11/2024,Manchester,Debit Card,,,
T000323,Evelyn Jordan,jacob11@hawkins.biz,Keyboard,Accessories,4.00,$153.54,614.16,3/18/2024,Liverpool,Online Payment,,,
T000324,Nicole Richards,carterkathy@hotmail.com,Mouse,Electronics,10.00,$516.61,5166.10,7/12/2024,London,Debit Card,,,
T000325,Antonio Perry,sara01@contreras-baker.org,Keyboard,Accessories,3.00,$924.32,2772.96,7/1/2024,Edinburgh,Debit Card,,,
T000326,Jorge Patel,imyers@yahoo.com,Keyboard,Accessories,8.00,$419.66,3357.28,4/13/2023,Liverpool,Online Payment,,,
T000327,Michelle Garcia,lcox@gmail.com,Laptop,Electronics,5.00,$721.24,3606.20,2/4/2023,Birmingham,Credit Card,,,
T000328,Tiffany Rose,qhaynes@jarvis-trevino.net,Smartphone,Electronics,6.00,$819.52,4917.12,12/25/2023,Liverpool,Debit Card,,,
T000329,Dennis Spencer,kjacobs@yahoo.com,Headphones,Electronics,3.00,$235.97,707.91,9/21/2024,Liverpool,Credit Card,,,
T000330,Carla Reese,bishopjoseph@bryant.com,Keyboard,Accessories,1.00,$780.81,780.81,7/25/2023,London,Debit Card,,,
T000331,Frank Snow,juliecole@williams.org,Mouse,Electronics,3.00,$61.95,185.85,12/7/2024,Edinburgh,Cash,,,
T000332,Nicole Brown,mendezjennifer@yahoo.com,Tablet,Electronics,1.00,$270.46,270.46,12/20/2023,Birmingham,Online Payment,,,
T000333,Amanda Garrison,michael99@hobbs.biz,Smartphone,Electronics,4.00,$896.60,3586.40,10/15/2024,Edinburgh,Cash,,,
T000334,Christopher James,danielle49@andrews.com,Laptop,Accessories,6.00,$821.28,4927.68,10/11/2023,Liverpool,Cash,,,
T000335,Brett Taylor,perkinsmelissa@hotmail.com,Laptop,Accessories,1.00,$908.30,908.30,2/18/2024,Liverpool,Credit Card,,,
T000336,Robert Gould,richardhutchinson@hotmail.com,Tablet,Electronics,6.00,$833.02,4998.12,1/26/2023,Liverpool,Online Payment,,,
T000337,Jordan Washington,juan44@gmail.com,Headphones,Electronics,2.00,$43.61,87.22,7/21/2023,Edinburgh,Cash,,,
T000338,Stephen Huerta,michaelwilson@hotmail.com,Keyboard,Electronics,10.00,$817.21,8172.10,2/2/2024,Liverpool,Credit Card,,,
T000339,Pedro Lucas,hobbsanthony@hotmail.com,Keyboard,Electronics,5.00,$749.16,3745.80,2/10/2023,Birmingham,Credit Card,,,
T000340,Aaron Delacruz,michaelthomas@perkins.com,Mouse,Accessories,7.00,$126.61,886.27,1/19/2024,Edinburgh,Debit Card,,,
T000341,Dr. Rodney Mays,gonzalezmadeline@knight.com,Headphones,Accessories,4.00,$962.25,3849.00,12/24/2024,Liverpool,Debit Card,,,
T000342,Adam Martin,fletcherchris@yahoo.com,Smartphone,Electronics,5.00,$56.20,281.00,2/4/2024,Edinburgh,Credit Card,,,
T000343,Joshua Davis,james44@hotmail.com,Keyboard,Electronics,2.00,$48.15,96.30,4/22/2024,Manchester,Cash,,,
T000344,Laura Gonzalez,acevedomatthew@savage.org,Laptop,Electronics,1.00,$770.01,770.01,1/14/2025,Birmingham,Cash,,,
T000345,Megan Cox,sierrajones@bennett.com,Monitor,Electronics,10.00,$103.86,1038.60,7/9/2023,Manchester,Debit Card,,,
T000346,Danielle Hawkins,camachojesse@salinas-frederick.net,Tablet,Electronics,3.00,$535.23,1605.69,11/25/2023,Liverpool,Online Payment,,,
T000347,Mr. Kenneth Ellis,danielball@arias.org,Laptop,Accessories,5.00,$833.00,4165.00,1/4/2025,Edinburgh,Online Payment,,,
T000348,Tara Prince,taylormccann@yahoo.com,Monitor,Electronics,1.00,$903.07,903.07,4/26/2023,Birmingham,Online Payment,,,
T000349,Edward Davis PhD,smithchristopher@grant.com,Keyboard,Accessories,6.00,$622.24,3733.44,1/14/2024,Manchester,Credit Card,,,
T000350,Mary Rivera,usolomon@yahoo.com,Headphones,Accessories,3.00,$287.01,861.03,3/13/2024,Birmingham,Cash,,,
T000351,Nathan Griffin,bauerandrew@yahoo.com,Smartphone,Accessories,1.00,$578.57,578.57,4/15/2023,Birmingham,Online Payment,,,
T000352,Samantha Whitney,erinjensen@johnson.com,Monitor,Electronics,5.00,$758.90,3794.50,10/26/2024,Birmingham,Cash,,,
T000353,Ann Flores,doylerobin@hotmail.com,Mouse,Electronics,2.00,$93.16,186.32,4/6/2024,London,Cash,,,
T000354,Paul Adams,crangel@yahoo.com,Laptop,Accessories,10.00,$597.36,5973.60,12/1/2024,London,Cash,,,
T000355,Robert Howe,jonathanholt@gmail.com,Mouse,Accessories,10.00,$429.74,4297.40,11/20/2023,Edinburgh,Online Payment,,,
T000356,Patrick Patterson,vbecker@mcguire.com,Tablet,Accessories,2.00,$845.48,1690.96,3/23/2023,London,Online Payment,,,
T000357,Tyler Black,william94@hotmail.com,Tablet,Electronics,1.00,$36.96,36.96,8/27/2023,Liverpool,Credit Card,,,
T000358,Richard Wilson,maddoxmolly@campbell.net,Monitor,Accessories,3.00,$58.50,175.50,3/8/2024,Edinburgh,Credit Card,,,
T000359,Robin Jackson,dbridges@yahoo.com,Laptop,Electronics,4.00,$329.69,1318.76,5/5/2023,London,Credit Card,,,
T000360,Lori Levine,snydersharon@gmail.com,Monitor,Accessories,3.00,$320.45,961.35,12/15/2024,Liverpool,Cash,,,
T000361,Nichole Sullivan MD,thomas59@gmail.com,Keyboard,Electronics,1.00,$506.62,506.62,6/4/2023,Edinburgh,Online Payment,,,
T000362,Lynn Patterson,melissa51@yahoo.com,Laptop,Electronics,6.00,$780.49,4682.94,8/11/2024,Manchester,Debit Card,,,
T000363,David Kramer,jennifer43@yahoo.com,Tablet,Accessories,7.00,$337.03,2359.21,4/3/2024,Edinburgh,Cash,,,
T000364,Andrew Jackson,joshua81@gmail.com,Keyboard,Electronics,3.00,$205.39,616.17,7/5/2024,Birmingham,Credit Card,,,
T000365,Nathan Kim,christopher63@cooper-page.com,Monitor,Accessories,7.00,$301.33,2109.31,12/9/2023,Liverpool,Credit Card,,,
T000366,Sheila Hubbard,robert29@hotmail.com,Smartphone,Accessories,7.00,$503.47,3524.29,5/21/2024,Manchester,Debit Card,,,
T000367,Michael Hayes,brian65@hotmail.com,Laptop,Electronics,4.00,$504.60,2018.40,10/23/2023,London,Debit Card,,,
T000368,Jordan Keller,monica69@yahoo.com,Tablet,Electronics,9.00,$541.15,4870.35,9/9/2024,Liverpool,Debit Card,,,
T000369,Russell Fleming,paullopez@martin.com,Mouse,Electronics,6.00,$648.57,3891.42,9/9/2023,Liverpool,Debit Card,,,
T000370,Michelle Zavala,vfields@hotmail.com,Smartphone,Electronics,3.00,$888.53,2665.59,5/8/2024,London,Online Payment,,,
T000371,Alexis Buckley,malonejoshua@yahoo.com,Headphones,Electronics,3.00,$26.39,79.17,11/29/2024,Birmingham,Debit Card,,,
T000372,Jonathan Crosby,smithedward@hotmail.com,Keyboard,Accessories,2.00,$642.85,1285.70,6/21/2023,Edinburgh,Debit Card,,,
T000373,Andrew Parrish,markburton@yahoo.com,Smartphone,Accessories,5.00,$392.49,1962.45,7/14/2023,Birmingham,Credit Card,,,
T000374,David Cox,natasha41@gmail.com,Mouse,Electronics,4.00,$773.50,3094.00,4/29/2023,Liverpool,Credit Card,,,
T000375,Charles Meyers DVM,vazquezmark@gmail.com,Monitor,Accessories,5.00,$26.11,130.55,2/9/2023,Liverpool,Cash,,,
T000376,Alexander Copeland,cynthiacrawford@moss.com,Smartphone,Accessories,7.00,$504.54,3531.78,2/9/2024,London,Cash,,,
T000377,Ryan Hull,stephenbanks@dodson.com,Monitor,Electronics,6.00,$749.35,4496.10,12/26/2024,Manchester,Debit Card,,,
T000378,Lisa Robbins,fsimpson@gmail.com,Keyboard,Electronics,2.00,$965.82,1931.64,9/23/2024,Edinburgh,Online Payment,,,
T000379,Michael Benitez,belindanoble@hotmail.com,Mouse,Electronics,5.00,$812.10,4060.50,9/14/2024,Manchester,Debit Card,,,
T000380,Kimberly Price,ogonzalez@walker-clark.com,Laptop,Accessories,3.00,$209.71,629.13,10/5/2024,Liverpool,Debit Card,,,
T000381,Tyler Willis,valerie08@freeman-smith.info,Mouse,Electronics,8.00,$414.86,3318.88,8/25/2024,Manchester,Online Payment,,,
T000382,Renee Porter,shannonkeith@gmail.com,Keyboard,Electronics,7.00,$918.90,6432.30,3/17/2023,Liverpool,Online Payment,,,
T000383,Erin Martinez,shelley23@murphy.com,Laptop,Electronics,4.00,$511.46,2045.84,1/9/2024,London,Cash,,,
T000384,Emily Cardenas,claudia36@coleman-duffy.com,Headphones,Electronics,6.00,$761.26,4567.56,3/8/2023,London,Credit Card,,,
T000385,Sarah Hawkins,ambershannon@maddox-zamora.com,Tablet,Electronics,3.00,$262.49,787.47,11/9/2023,Manchester,Online Payment,,,
T000386,Emily Edwards,david67@hotmail.com,Smartphone,Electronics,5.00,$323.29,1616.45,8/20/2023,Edinburgh,Credit Card,,,
T000387,Kelly Wells,ashley01@franco.info,Smartphone,Electronics,4.00,$687.72,2750.88,9/12/2023,London,Cash,,,
T000388,Kevin Barber,skim@scott-sanders.com,Tablet,Electronics,4.00,$681.81,2727.24,9/6/2024,Edinburgh,Debit Card,,,
T000389,Connie Whitaker,john12@hill.com,Mouse,Accessories,3.00,$519.33,1557.99,4/7/2024,Edinburgh,Debit Card,,,
T000390,John Case,mooreamanda@contreras.com,Mouse,Accessories,6.00,$725.39,4352.34,12/11/2024,Edinburgh,Online Payment,,,
T000391,Katherine Lin,bmiller@yahoo.com,Monitor,Electronics,9.00,$516.10,4644.90,4/5/2024,Birmingham,Debit Card,,,
T000392,David Mcfarland,melissa13@hotmail.com,Tablet,Electronics,5.00,$524.67,2623.35,4/30/2024,London,Cash,,,
T000393,Stephen Ward,sarah92@lee-turner.com,Headphones,Accessories,10.00,$308.66,3086.60,12/19/2024,Birmingham,Online Payment,,,
T000394,Thomas Pratt,harrylowe@hotmail.com,Laptop,Electronics,8.00,$96.14,769.12,8/9/2023,Edinburgh,Cash,,,
